,name,Website,street address,city,state,zipcode,Type,Size,private,funding,Associates (y=1/n=0)
183,Bank Street College of Education,www.bankstreet.edu,610 W 112 St,New York,York,10025,"4-year, Private not-for-profit",1126.0,Private,not-for-profit,0
184,Baptist Bible College and Graduate School,www.gobbc.edu,628 E Kearney,Springfield,Missouri,65803-3498,"4-year, Private not-for-profit",571.0,Private,not-for-profit,0
185,Baptist Bible College and Seminary,www.bbc.edu,538 Venard Rd,Clarks Summit,Pennsylvania,18411,"4-year, Private not-for-profit",910.0,Private,not-for-profit,0
186,Baptist Memorial College of Health Sciences,www.bchs.edu,1003 Monroe Ave,Memphis,Tennessee,38104,"4-year, Private not-for-profit",929.0,Private,not-for-profit,0
187,Baptist Missionary Association Theological Seminary,www.bmats.edu,1530 E Pine St,Jacksonville,Texas,75766-5407,"4-year, Private not-for-profit",140.0,Private,not-for-profit,0
188,Baptist Theological Seminary at Richmond,www.btsr.edu,3400 Brook Road,Richmond,Virginia,23227-4536,"4-year, Private not-for-profit",120.0,Private,not-for-profit,0
189,Baptist University of the Americas,www.bua.edu,8019 Pan Am Expwy,San Antonio,Texas,78224-1336,"4-year, Private not-for-profit",175.0,Private,not-for-profit,0
190,Barclay College,www.barclaycollege.edu,607 N Kingman,Haviland,Kansas,67059-0288,"4-year, Private not-for-profit",137.0,Private,not-for-profit,0
191,Bard College,www.bard.edu,,Annandale-On-Hudson,York,12504-5000,"4-year, Private not-for-profit",2158.0,Private,not-for-profit,0
192,Bard College at Simon's Rock,www.simons-rock.edu,84 Alford Rd,Great Barrington,Massachusetts,01230-9702,"4-year, primarily associate's, Private not-for-profit",436.0,Private,0,1
193,Barnard College,www.barnard.edu,3009 Broadway,New York,York,10027-6598,"4-year, Private not-for-profit",2359.0,Private,not-for-profit,0
194,Barnes-Jewish College Goldfarb School of Nursing,www.barnesjewishcollege.edu,4483 Duncan Avenue,Saint Louis,Missouri,63110,"4-year, Private not-for-profit",673.0,Private,not-for-profit,0
195,Barry University,www.barry.edu,11300 NE 2nd Ave,Miami,Florida,33161-6695,"4-year, Private not-for-profit",8581.0,Private,not-for-profit,0
196,Barton College,WWW.BARTON.EDU,200 ACC Drive NE,Wilson,Carolina,27893-7000,"4-year, Private not-for-profit",1155.0,Private,not-for-profit,0
197,Bastyr University,www.bastyr.edu,14500 Juanita Drive NE,Kenmore,Washington,98028,"4-year, Private not-for-profit",988.0,Private,not-for-profit,0
198,Bates College,www.bates.edu/,2 Andrews Road,Lewiston,Maine,04240,"4-year, Private not-for-profit",1776.0,Private,not-for-profit,0
199,Bauder College,www.bauder.edu,Suite 190,Atlanta,Georgia,30313,"4-year, primarily associate's, Private for-profit",1472.0,Private,for profit,1
200,Bay Path College,www.baypath.edu,588 Longmeadow Street,Longmeadow,Massachusetts,01106,"4-year, Private not-for-profit",1784.0,Private,not-for-profit,0
201,Bay State College,www.baystate.edu,122 Commonwealth Avenue,Boston,Massachusetts,02116,"4-year, primarily associate's, Private for-profit",753.0,Private,for profit,1
202,Bayamon Central University,www.ucb.edu.pr,Avenida Zaya Verde La Milagrosa Barrio Hato Tejas,Bayamon,Rico,00959,"4-year, Private not-for-profit",2382.0,Private,not-for-profit,0
203,Baylor College of Medicine,www.bcm.edu,One Baylor Plaza BCM 365,Houston,Texas,77030-3498,"4-year, Private not-for-profit",1385.0,Private,not-for-profit,0
204,Baylor University,www.baylor.edu,500 Speight Ave.,Waco,Texas,76798,"4-year, Private not-for-profit",14541.0,Private,not-for-profit,0
205,Beacon College,www.beaconcollege.edu,105 E Main St,Leesburg,Florida,34748,"4-year, Private not-for-profit",122.0,Private,not-for-profit,0
206,Beacon University,beacon.edu,6003 Veterans Parkway,Columbus,Georgia,31909-4663,"4-year, Private not-for-profit",133.0,Private,not-for-profit,0
207,Becker College,www.becker.edu,61 Sever St,Worcester,Massachusetts,01609-2165,"4-year, Private not-for-profit",1752.0,Private,not-for-profit,0
208,Beckfield College,www.beckfield.edu,16 Spiral Drive,Florence,Kentucky,41042,"4-year, primarily associate's, Private for-profit",671.0,Private,for profit,1
209,Beis Medrash Heichal Dovid,,257 Beach 17th St,Far Rockaway,York,11691,"4-year, Private not-for-profit",124.0,Private,not-for-profit,0
210,Belhaven College,www.belhaven.edu,1500 Peachtree St,Jackson,Mississippi,39202,"4-year, Private not-for-profit",2619.0,Private,not-for-profit,0
211,Bellarmine University,www.bellarmine.edu,2001 Newburg Rd,Louisville,Kentucky,40205-0671,"4-year, Private not-for-profit",3040.0,Private,not-for-profit,0
212,Bellevue College,bellevuecollege.edu/,3000 Landerholm Cir SE,Bellevue,Washington,98007-6484,"4-year, primarily associate's, Public",13035.0,Public,not-for-profit,1
213,Bellevue University,BELLEVUE.EDU,1000 Galvin Rd S,Bellevue,Nebraska,68005-3098,"4-year, Private not-for-profit",8278.0,Private,not-for-profit,0
214,Bellin College of Nursing,www.bcon.edu,725 S Webster Ave,Green Bay,Wisconsin,54305-3400,"4-year, Private not-for-profit",294.0,Private,not-for-profit,0
215,Belmont Abbey College,www.belmontabbeycollege.edu,100 Belmont-Mt Holly Road,Belmont,Carolina,28012-1802,"4-year, Private not-for-profit",1497.0,Private,not-for-profit,0
216,Belmont University,www.belmont.edu,1900 Belmont Blvd,Nashville,Tennessee,37212-3757,"4-year, Private not-for-profit",4991.0,Private,not-for-profit,0
217,Beloit College,www.beloit.edu,700 College St,Beloit,Wisconsin,53511-5595,"4-year, Private not-for-profit",1388.0,Private,not-for-profit,0
218,Bemidji State University,www.bemidjistate.edu,1500 Birchmont Dr,Bemidji,Minnesota,56601,"4-year, Public",4816.0,Public,not-for-profit,0
219,Benedict College,www.benedict.edu,1600 Harden Street,Columbia,Carolina,29204-1086,"4-year, Private not-for-profit",2883.0,Private,not-for-profit,0
220,Benedictine College,www.benedictine.edu,1020 N 2nd St,Atchison,Kansas,66002-1499,"4-year, Private not-for-profit",2012.0,Private,not-for-profit,0
221,Benedictine University,www.ben.edu,5700 College Rd,Lisle,Illinois,60532-0900,"4-year, Private not-for-profit",5850.0,Private,not-for-profit,0
222,Benjamin Franklin Institute of Technology,www.bfit.edu/,41 Berkeley St,Boston,Massachusetts,02116,"4-year, primarily associate's, Private not-for-profit",536.0,Private,0,1
223,Bennett College for Women,www.bennett.edu,900 E Washington St,Greensboro,Carolina,27401-3239,"4-year, Private not-for-profit",689.0,Private,not-for-profit,0
224,Bennington College,www.bennington.edu,One College Drive,Bennington,Vermont,05201-6003,"4-year, Private not-for-profit",759.0,Private,not-for-profit,0
225,Bentley University,www.bentley.edu,175 Forest St,Waltham,Massachusetts,02452-4705,"4-year, Private not-for-profit",5693.0,Private,not-for-profit,0
226,Berea College,www.berea.edu,101 Chestnut Street,Berea,Kentucky,40404-2182,"4-year, Private not-for-profit",1549.0,Private,not-for-profit,0
227,Berkeley College,www.BerkeleyCollege.edu,3 East 43 Street,New York,York,10017,"4-year, Private for-profit",3802.0,Private,for profit,0
228,Berkeley College,www.BerkeleyCollege.edu,44 Rifle Camp Rd,West Paterson,Jersey,07424,"4-year, Private for-profit",3450.0,Private,for profit,0
229,Berkeley College - Westchester Campus,www.BerkeleyCollege.edu,99 Church Street,White Plains,York,10601,"4-year, Private for-profit",,Private,for profit,0
230,Berklee College of Music,www.berklee.edu,1140 Boylston St,Boston,Massachusetts,02215,"4-year, Private not-for-profit",4054.0,Private,not-for-profit,0
231,Berry College,www.berry.edu,2277 Martha Berry Hwy NW,Mount Berry,Georgia,30149,"4-year, Private not-for-profit",1795.0,Private,not-for-profit,0
232,Beth Hamedrash Shaarei Yosher Institute,,4102 16th Ave,Brooklyn,York,11204,"4-year, Private not-for-profit",62.0,Private,not-for-profit,0
233,Beth Hatalmud Rabbinical College,,2127 82nd St,Brooklyn,York,11214,"4-year, Private not-for-profit",66.0,Private,not-for-profit,0
234,Beth Medrash Govoha,,617 6th St,Lakewood,Jersey,08701-2754,"4-year, Private not-for-profit",5639.0,Private,not-for-profit,0
235,Bethany College,www.bethanywv.edu,,Bethany,Virginia,26032,"4-year, Private not-for-profit",825.0,Private,not-for-profit,0
236,Bethany College,www.bethanylb.edu,335 e swensson st,Lindsborg,Kansas,67456-1897,"4-year, Private not-for-profit",587.0,Private,not-for-profit,0
237,Bethany Lutheran College,www.blc.edu,700 Luther Dr,Mankato,Minnesota,56001,"4-year, Private not-for-profit",615.0,Private,not-for-profit,0
238,Bethany Theological Seminary,WWW.BETHANYSEMINARY.EDU,615 National Rd W,Richmond,Indiana,47374-4019,"4-year, Private not-for-profit",55.0,Private,not-for-profit,0
239,Bethany University,www.bethany.edu,800 Bethany Dr,Scotts Valley,California,95066-2898,"4-year, Private not-for-profit",516.0,Private,not-for-profit,0
240,Bethel College,www.bethel-college.edu,325 Cherry Ave,McKenzie,Tennessee,38201,"4-year, Private not-for-profit",2408.0,Private,not-for-profit,0
241,Bethel College,www.bethelks.edu,300 E 27th St,North Newton,Kansas,67117-0531,"4-year, Private not-for-profit",500.0,Private,not-for-profit,0
242,Bethel College,www.bethelcollege.edu,1001 W McKinley Ave,Mishawaka,Indiana,46545,"4-year, Private not-for-profit",2075.0,Private,not-for-profit,0
243,Bethel Seminary of the East,www.bethel.edu,Suite 225,Willow Grove,Pennsylvania,19090,"4-year, Private not-for-profit",115.0,Private,not-for-profit,0
244,Bethel Seminary San Diego,www.bethel.edu,6116 Arosa St,San Diego,California,92115,"4-year, Private not-for-profit",213.0,Private,not-for-profit,0
245,Bethel Seminary-St. Paul,www.bethel.edu,3949 Bethel Dr,Saint Paul,Minnesota,55112,"4-year, Private not-for-profit",776.0,Private,not-for-profit,0
246,Bethel University,www.bethel.edu,3900 Bethel Dr,Saint Paul,Minnesota,55112-6902,"4-year, Private not-for-profit",4332.0,Private,not-for-profit,0
247,Bethesda Christian University,www.bcu.edu,730 N. Euclid St,Anaheim,California,92801,"4-year, Private not-for-profit",299.0,Private,not-for-profit,0
248,Bethune-Cookman University,www.cookman.edu,640 Dr Mary McLeod Bethune Blvd,Daytona Beach,Florida,32114-3099,"4-year, Private not-for-profit",3633.0,Private,not-for-profit,0
249,Beulah Heights University,www.beulah.org,892 Berne St SE,Atlanta,Georgia,30316,"4-year, Private not-for-profit",825.0,Private,not-for-profit,0
250,Bexley Hall Episcopal Seminary,www.bexley.edu,583 Sheridan Avenue,Columbus,Ohio,43209-2325,"4-year, Private not-for-profit",18.0,Private,not-for-profit,0
251,Biblical Theological Seminary,www.biblical.edu,200 N Main St,Hatfield,Pennsylvania,19440,"4-year, Private not-for-profit",218.0,Private,not-for-profit,0
252,Biola University,www.biola.edu,13800 Biola Ave,La Mirada,California,90639-0001,"4-year, Private not-for-profit",5893.0,Private,not-for-profit,0
253,Birmingham Southern College,www.bsc.edu,900 Arkadelphia Road,Birmingham,Alabama,35254,"4-year, Private not-for-profit",1458.0,Private,not-for-profit,0
254,Birthingway College of Midwifery,www.birthingway.edu,12113 SE Foster Rd,Portland,Oregon,97266,"4-year, Private not-for-profit",83.0,Private,not-for-profit,0
255,Bismarck State College,www.bismarckstate.edu,1500 Edwards Ave,Bismarck,Dakota,58506-5587,"4-year, primarily associate's, Public",3787.0,Public,not-for-profit,1
256,Black Hills State University,www.bhsu.edu,1200 University St,Spearfish,Dakota,57799-9500,"4-year, Public",4016.0,Public,not-for-profit,0
257,Blackburn College,www.blackburn.edu,700 College Ave,Carlinville,Illinois,62626,"4-year, Private not-for-profit",636.0,Private,not-for-profit,0
258,Blessed John XXIII National Seminary,www.blessedjohnxxiii.edu,558 South Ave,Weston,Massachusetts,02493-2699,"4-year, Private not-for-profit",60.0,Private,not-for-profit,0
259,Blessing Rieman College of Nursing,www.brcn.edu,Broadway at 11th Street,Quincy,Illinois,62305-7005,"4-year, Private not-for-profit",209.0,Private,not-for-profit,0
260,Bloomfield College,www.bloomfield.edu,467 Franklin St,Bloomfield,Jersey,07003,"4-year, Private not-for-profit",2029.0,Private,not-for-profit,0
261,Bloomsburg University of Pennsylvania,www.bloomu.edu,400 E Second St,Bloomsburg,Pennsylvania,17815,"4-year, Public",8855.0,Public,not-for-profit,0
262,Blue Mountain College,www.bmc.edu,201 W Main St,Blue Mountain,Mississippi,38610-9509,"4-year, Private not-for-profit",470.0,Private,not-for-profit,0
263,Bluefield College,www.bluefield.edu,3000 College Dr,Bluefield,Virginia,24605,"4-year, Private not-for-profit",736.0,Private,not-for-profit,0
264,Bluefield State College,www.bluefieldstate.edu,219 Rock St,Bluefield,Virginia,24701,"4-year, Public",1868.0,Public,not-for-profit,0
265,Bluffton University,www.bluffton.edu,1 University Drive,Bluffton,Ohio,45817-2104,"4-year, Private not-for-profit",1149.0,Private,not-for-profit,0
266,Bob Jones University,www.bju.edu,1700 Wade Hampton Boulavard,Greenville,Carolina,29614-0001,"4-year, Private not-for-profit",4141.0,Private,not-for-profit,0
267,Boise Bible College,www.boisebible.edu,8695 W Marigold St,Boise,Idaho,83714-1220,"4-year, primarily associate's, Private not-for-profit",170.0,Private,0,1
268,Boise State University,www.boisestate.edu,1910 University Dr,Boise,Idaho,83725,"4-year, Public",19667.0,Public,not-for-profit,0
269,Boricua College,boricuacollege.edu,3755 Broadway,New York,York,10032-1560,"4-year, primarily associate's, Private not-for-profit",1052.0,Private,0,1
270,Boston Architectural College,www.the-bac.edu,320 Newbury Street,Boston,Massachusetts,02115-2703,"4-year, Private not-for-profit",1452.0,Private,not-for-profit,0
271,Boston Baptist College,Boston.edu,950 Metropolitan Ave,Boston,Massachusetts,02136-4030,"4-year, Private not-for-profit",121.0,Private,not-for-profit,0
272,Boston College,www.bc.edu,140 Commonwealth Ave,Chestnut Hill,Massachusetts,02467,"4-year, Private not-for-profit",14836.0,Private,not-for-profit,0
273,Boston Graduate School of Psychoanalysis Inc,www.bgsp.edu,1581 Beacon St,Brookline,Massachusetts,02446,"4-year, Private not-for-profit",165.0,Private,not-for-profit,0
274,Boston University,www.bu.edu,One Silber Way,Boston,Massachusetts,02215,"4-year, Private not-for-profit",31766.0,Private,not-for-profit,0
275,Bowdoin College,www.bowdoin.edu,5700 College Station - President's Office,Brunswick,Maine,04011-8448,"4-year, Private not-for-profit",1723.0,Private,not-for-profit,0
276,Bowie State University,www.bowiestate.edu,14000 Jericho Park Rd,Bowie,Maryland,20715-9465,"4-year, Public",5483.0,Public,not-for-profit,0
277,Bowling Green State University-Firelands,www.firelands.bgsu.edu,One University Drive,Huron,Ohio,44839-9791,"4-year, primarily associate's, Public",2354.0,Public,not-for-profit,1
278,Bowling Green State University-Main Campus,www.bgsu.edu,220 McFall Ctr,Bowling Green,Ohio,43403,"4-year, Public",17874.0,Public,not-for-profit,0
279,Bradley University,www.bradley.edu,1501 W Bradley Ave,Peoria,Illinois,61625-0001,"4-year, Private not-for-profit",5873.0,Private,not-for-profit,0
280,Brandeis University,www.brandeis.edu/,415 South St,Waltham,Massachusetts,02454-9110,"4-year, Private not-for-profit",5327.0,Private,not-for-profit,0
281,Brazosport College,www.brazosport.edu,500 College Dr,Lake Jackson,Texas,77566-3199,"4-year, primarily associate's, Public",3893.0,Public,not-for-profit,1
282,Brenau University,www.brenau.edu,500 Washington Street SE,Gainesville,Georgia,30501-3668,"4-year, Private not-for-profit",2591.0,Private,not-for-profit,0
283,Brescia University,www.brescia.edu,717 Frederica St,Owensboro,Kentucky,42301-3023,"4-year, Private not-for-profit",622.0,Private,not-for-profit,0
284,Brevard College,www.brevard.edu,One Brevard College Drive,Brevard,Carolina,28712,"4-year, Private not-for-profit",650.0,Private,not-for-profit,0
285,Brewton-Parker College,www.bpc.edu,201 David-Eliza Fountain Circle,Mount Vernon,Georgia,30445,"4-year, Private not-for-profit",1017.0,Private,not-for-profit,0
286,Briar Cliff University,www.briarcliff.edu,3303 Rebecca St,Sioux City,Iowa,51104,"4-year, Private not-for-profit",1114.0,Private,not-for-profit,0
287,Briarcliffe College,www.briarcliffe.edu,1055 Stewart Ave,Bethpage,York,11714-3545,"4-year, primarily associate's, Private for-profit",1728.0,Private,for profit,1
288,Briarwood College,www.briarwood.edu,2279 Mount Vernon Rd,Southington,Connecticut,06489-1057,"4-year, primarily associate's, Private for-profit",702.0,Private,for profit,1
289,Bridgewater College,www.bridgewater.edu,402 E College St,Bridgewater,Virginia,22812-1599,"4-year, Private not-for-profit",1514.0,Private,not-for-profit,0
